POSIX,source,app,x_x0,y_y0,t_t0
1491036047,96,5,0.551214007,-0.624805578,0
1491055045,94,5,0.649776186,-0.627068563,0
1491058394,54,5,0.635933818,-0.737805053,0
1491121359,42,5,0.688779604,-0.533603243,0
1491142182,20,5,0.622102619,-0.777652477,0
1491157950,38,5,0.757540818,-0.903150926,0
1491163425,135,5,0.742715721,-0.83439857,0
1491171463,16,5,0.705941116,-0.585139193,0
1491172398,78,5,0.655052221,-0.648108788,0
1491217031,48,5,0.656236428,-0.860904176,0
1491226961,2,5,0.564144974,-0.792476228,0
1491245079,44,5,0.526789951,-0.900576243,0
1491306645,99,5,0.742344142,-0.583556876,0
1491316264,130,5,0.625609351,-0.643776677,0
1491398227,117,5,0.534313352,-0.56434785,0
1491488545,74,5,0.790535541,-0.659876067,1
1491601203,106,5,0.751592905,-0.614473467,0
1491638553,56,5,0.584780779,-0.837559626,0
1491647226,102,5,0.657848542,-0.753856,0
1491660374,9,5,0.733596359,-0.712027411,0
1491726544,131,5,0.592309331,-0.754171199,0
1491756164,141,5,0.739878097,-0.541810329,0
1491775503,114,5,0.737463941,-0.6995472,0
1491816655,119,5,0.718935861,-0.924774783,0
1491817036,53,5,0.646403517,-0.69947248,0
1491928788,30,5,0.697527795,-0.498409928,1
1492007273,70,5,0.562607267,-0.641027365,0
1492072585,25,5,0.717024141,-0.890057995,0
1492161000,69,5,0.778944682,-0.630504292,0
1492171756,146,5,0.581608671,-0.665193031,0
1492243805,48,5,0.858948008,-0.740861195,0
1492254026,141,5,0.783710777,-0.599830966,0
1492268435,123,5,0.546122087,-0.732727132,0
1492273346,130,5,0.797832453,-0.518583099,0
1492341429,8,5,0.544428726,-0.715238525,0
1492342074,70,5,0.725994173,-0.765934857,0
1492351832,119,5,0.827633778,-0.684992735,0
1492367883,125,5,0.842242393,-0.767135964,0
1492382584,11,5,0.790702238,-0.725386416,0
1492444968,140,5,0.64582301,-0.679927696,0
1492540048,55,5,0.68880084,-0.672896917,0
1492638757,3,5,0.631999531,-0.720850882,0
1492708441,44,5,0.854343672,-0.841505319,0
1492792370,144,5,0.799917956,-0.669914075,0
1492804031,42,5,0.918573193,-0.501135385,0
1492861184,117,5,0.61174209,-0.5218632,0
1492862259,137,5,0.654983962,-0.770266004,0
1492897249,66,5,0.573685088,-0.763271582,0
1492900738,125,5,0.639543245,-0.696447323,0
1492949657,138,5,0.710707624,-0.684215739,0
1492952191,16,5,0.635627653,-0.658520132,0
1492954056,5,5,0.583219995,-0.518359847,0
1492962239,140,5,0.715407348,-0.744299836,0
1493023570,48,5,0.722046502,-0.715960051,0
1493144740,137,5,0.675084311,-0.545143892,0
1493153580,70,5,0.936351925,-0.671527618,0
1493228033,103,5,0.748909452,-0.637414878,0
1493304791,13,5,0.421786651,-0.641247986,0
1493325327,115,5,0.79953838,-0.653230606,0
1493377184,137,5,0.758244592,-0.686072016,0
1493385413,8,5,0.754738599,-0.742843273,0
1493453613,106,5,0.633626355,-0.766816276,0
1493486032,80,5,0.575174996,-0.588647843,0
1493493049,115,5,0.678194451,-0.667987871,0
1493504954,106,5,0.638992951,-0.596840838,0
1493505579,100,5,0.645906922,-0.772634188,0
1493539908,93,5,0.788264145,-0.751893252,1
1493547461,16,5,0.583104334,-0.446444976,0
1493554341,60,5,0.616621669,-0.61039058,0
1493562039,119,5,0.602822969,-0.624691407,0
1493567208,35,5,0.730891486,-0.785727328,0
1493583841,112,5,0.400451428,-0.499711611,0
1493585384,8,5,0.74339946,-0.784629135,0
1493668521,95,5,0.576919462,-0.718561581,0
1493669391,78,5,0.551398155,-0.902732027,0
1493671555,3,5,0.651154486,-0.721596145,0
1493737410,74,5,0.638891248,-0.731536417,0
1493751738,102,5,0.570242799,-0.902827747,0
1493799221,23,5,0.740056216,-0.765022701,0
1493819173,53,5,0.827568192,-0.493498143,1
1493822383,44,5,0.691356129,-0.714990028,0
1493835160,141,5,0.77411934,-0.62245571,0
1493891953,123,5,0.648468532,-0.887453344,0
1493909799,81,5,0.778772218,-0.888514336,0
1493938165,119,5,0.892636654,-0.709406597,0
1494016202,115,5,0.794753154,-0.708131433,0
1494073737,18,5,0.641768903,-0.678314509,0
1494109620,99,5,0.727642736,-0.826338146,0
1494150286,66,5,0.756456994,-0.746173535,0
1494161861,2,5,0.634325566,-0.634819147,0
1494176590,135,5,0.696732418,-0.850245941,0
1494247824,140,5,0.862723311,-0.582184877,0
1494267173,49,5,0.6987951,-0.561058527,0
1494269452,30,5,0.600831962,-0.802651583,0
1494323511,13,5,0.613034168,-0.614580457,0
1494336640,138,5,0.676820438,-0.775150345,0
1494367906,16,5,0.596328655,-0.89804044,0
1494449076,119,5,0.570620106,-0.691782978,0
1494508490,61,5,0.637993664,-0.798092984,0
1494513003,109,5,0.771309177,-0.556844753,0
1494539696,99,5,0.622762191,-0.671762426,0
1494576001,39,5,0.686474938,-0.670253563,0
1494609573,109,5,0.811312272,-0.611578393,0
1494618026,2,5,0.802787188,-0.652095547,0
1494676892,135,5,0.821057914,-0.745786365,0
1494688888,151,5,0.911931754,-0.869324993,0
1494761265,39,5,0.786148153,-0.523370732,0
1494777856,117,5,0.625723967,-0.878852396,0
1494787513,138,5,0.851451068,-0.707524,0
1494870392,48,5,0.575967242,-0.742243003,0
1494875977,80,5,0.833230087,-0.728374445,0
1494926612,39,5,0.712820619,-0.698078698,0
1494943749,112,5,0.766522387,-0.679363865,0
1494954092,123,5,0.77090029,-0.448272033,0
1494965634,80,5,0.72752211,-0.652681059,0
1495011875,55,5,0.922595526,-0.671912168,0
1495058089,147,5,0.60154074,-0.890567033,0
1495109315,74,5,0.782482839,-0.790717901,0
1495146685,48,5,0.595550537,-0.811760203,0
1495183665,48,5,0.727476873,-0.677302465,0
1495185281,65,5,0.686929829,-0.637903003,0
1495191860,47,5,0.595970105,-0.702170942,0
1495192147,9,5,0.682007293,-0.71315726,0
1495203910,117,5,0.513779144,-0.655218471,0
1495278711,74,5,0.541702724,-0.70914356,0
1495279528,86,5,0.4872758,-0.635169564,0
1495357877,30,5,0.691699171,-0.539311017,0
1495384962,78,5,0.786518881,-0.803086363,0
1495391734,38,5,0.679070071,-0.732167088,0
1495392203,99,5,0.618925092,-0.516378372,0
1495399704,109,5,0.600845848,-0.739240918,0
1495402346,70,5,0.788250129,-0.628855404,0
1495442126,61,5,0.689395184,-0.560000179,0
1495455469,21,5,0.788534174,-0.771079702,0
1495480987,141,5,0.63406037,-0.694127474,0
1495482140,30,5,0.794837491,-0.762535794,0
1495529580,31,5,0.634583218,-0.659447579,0
1495530197,16,5,0.661158045,-0.692117548,0
1495618806,22,5,0.626158933,-0.760568325,0
1495628301,63,5,0.683477506,-0.793948875,0
1495629861,80,5,0.832312611,-0.571622923,0
1495644954,66,5,0.695106408,-0.784984742,0
1495728442,78,5,0.758724816,-0.716380095,0
1495728816,144,5,0.630543589,-0.721476851,0
1495729795,66,5,0.790334736,-0.764411204,0
1495813050,106,5,0.767164237,-0.58544398,0
1495915125,138,5,0.655885785,-0.848195405,0
1495920625,53,5,0.734271209,-0.557715213,0
1495989709,96,5,0.794184118,-0.91373505,0
1495997590,48,5,0.804651509,-0.834426803,0
1496001363,144,5,0.745150851,-0.795752426,0
1496009483,60,5,0.55844265,-0.708980043,0
1496052012,31,5,0.587580134,-0.954200527,0
1496060124,130,5,0.508643144,-0.801318146,0
1496089137,130,5,0.760567846,-0.546576932,0
1496094229,106,5,0.872570512,-0.667241433,0
1496147003,120,5,0.544278308,-0.809424548,0
1496166727,38,5,0.810327574,-0.735987941,0
1496225847,16,5,0.812165694,-0.8444528,0
1496227861,20,5,0.63645129,-0.607106795,0
1496231427,137,5,0.676178991,-0.610346761,0
1496311288,112,5,0.651788024,-0.636064713,0
1496325260,2,5,0.6759106,-0.802621925,0
1496341132,56,5,0.82853188,-0.70734066,0
1496354808,66,5,0.446566219,-0.912366817,1
1496396730,67,5,0.803514894,-0.66228324,0
1496404574,49,5,0.66474407,-0.895094758,0
1496438091,72,5,0.658673122,-0.795484765,0
1496443594,112,5,0.659227618,-0.738692737,0
1496478096,80,5,0.635363556,-0.75431514,0
1496495172,65,5,0.634387632,-0.794646895,0
1496510263,25,5,0.712475985,-0.799780705,0
1496521451,135,5,0.557984426,-0.75398414,0
1496566169,130,5,0.440445551,-0.612135518,0
1496570141,100,5,0.742540451,-0.848250339,0
1496589920,38,5,0.514936765,-0.592269038,0
1496595658,86,5,0.762781545,-0.863348689,1
1496596792,80,5,0.491923084,-0.607857863,0
1496597025,16,5,0.803503916,-0.768583622,0
1496602541,5,5,0.754720076,-0.593110528,0
1496649873,141,5,0.725842114,-0.686261651,0
1496655299,20,5,0.695772488,-0.703435505,0
1496672826,112,5,0.479104035,-0.765398521,0
1496756082,86,5,0.74535969,-0.631131496,1
1496766607,42,5,0.733907766,-0.536507468,0
1496769551,110,5,0.52995122,-0.726662294,0
1496770535,89,5,0.812489333,-0.686251012,0
1496774537,44,5,0.740196713,-0.70198433,0
1496827439,61,5,0.789140762,-0.7805303,0
1496856985,136,5,0.606080384,-0.473771923,0
1496865637,63,5,0.589862181,-0.822692375,1
1496872195,99,5,0.79040405,-0.706860494,0
1496873322,74,5,0.706658886,-0.613513907,0
1496916803,18,5,0.750767347,-0.630110512,0
1496920799,125,5,0.741356752,-0.706799693,0
1496921331,54,5,0.550428822,-0.756201097,0
1496932392,21,5,0.630987739,-0.61341541,0
1496937420,39,5,0.722735878,-0.844993351,0
1496956676,42,5,0.884961296,-0.64541165,0
1496958650,95,5,0.836588574,-0.753307055,0
1496996719,65,5,0.625139298,-0.612338412,0
1497011340,54,5,0.666663295,-0.694357955,0
1497020514,120,5,0.653889089,-0.843039364,0
1497023235,3,5,0.788341804,-0.607589407,0
1497112148,5,5,0.66080062,-0.756161407,0
1497127993,72,5,0.768696267,-0.710808618,0
1497128467,13,5,0.638322637,-0.898900581,0
1497133343,55,5,0.56138315,-0.827672114,0
1497173909,65,5,0.712175879,-0.972817489,0
1497176420,61,5,0.563091043,-0.70665158,0
1497186325,63,5,0.850535579,-0.647074695,0
1497189381,30,5,0.74000866,-0.688751192,0
1497193807,38,5,0.690071966,-0.650943542,0
1497205861,146,5,0.572839073,-0.820927497,0
1497211207,84,5,0.621569989,-0.642421033,0
1497261581,140,5,0.674954077,-0.644189488,0
1497280780,102,5,0.691161956,-0.747277244,0
1497289451,11,5,0.710733506,-0.704477788,0
1497300168,7,5,0.603103355,-0.705722047,0
1497307277,147,5,0.642741809,-0.837204667,0
1497349822,48,5,0.818704788,-0.859824574,0
1497356532,61,5,0.727440569,-0.723284112,0
1497386592,42,5,0.761691719,-0.65056124,0
1497392066,89,5,0.72146457,-0.719454296,0
1497427218,21,5,0.72503709,-0.764084078,0
1497430341,18,5,0.905587731,-0.785857785,0
1497436200,5,5,0.79282612,-0.719970239,1
1497446992,66,5,0.706798342,-0.615928315,0
1497455012,94,5,0.636618238,-0.627115761,0
1497524016,42,5,0.675759386,-0.857377081,0
1497556543,119,5,0.737934783,-0.797790441,0
1497601305,151,5,0.723304706,-0.649238362,0
1497601640,96,5,0.810181526,-0.98599912,0
1497623000,138,5,0.750257764,-0.713593246,0
1497640907,95,5,0.868714403,-0.792945517,0
1497688285,49,5,0.807878846,-0.824816032,0
1497698463,21,5,0.647321314,-0.818263243,0
1497711810,22,5,0.679085776,-0.627302398,0
1497736660,39,5,0.515125583,-0.68683308,1
1497737205,141,5,0.77701989,-0.569204754,0
1497780316,63,5,0.862304456,-0.748627238,0
1497781867,42,5,0.792073898,-0.751288101,0
1497783710,63,5,0.71928056,-0.743921906,0
1497800041,60,5,0.680329383,-0.70038004,0
1497876296,125,5,0.680702436,-0.632510477,0
1497889566,138,5,0.733551379,-0.718721237,0
1497902189,35,5,0.597580889,-0.719108781,0
1497905846,137,5,0.559742574,-0.873034538,0
1497909521,94,5,0.623568405,-0.815330222,0
1497953306,60,5,0.620692899,-0.709521297,0
1497979630,31,5,0.527778507,-0.564656313,0
1497996457,89,5,0.639947459,-0.722143571,0
1498051008,13,5,0.78890427,-0.652896329,0
1498053099,23,5,0.579009765,-0.696845787,0
1498055432,13,5,0.81767438,-0.745748937,0
1498070881,119,5,0.654548741,-0.633286734,0
1498123775,96,5,0.655447642,-0.932874994,0
1498134182,22,5,0.771327516,-0.458109526,0
1498142087,100,5,0.709375947,-0.676700851,0
1498145557,123,5,0.766882304,-0.492704346,0
1498145918,60,5,0.78417684,-0.807489467,0
1498155748,131,5,0.61038596,-0.78851305,0
1498237899,119,5,0.597872284,-0.614718885,0
1498244604,106,5,0.56768514,-0.656835003,0
1498245319,136,5,0.81551118,-0.72853933,0
1498250797,39,5,0.748644844,-0.667625023,1
1498258693,138,5,0.697443363,-0.65634724,0
1498299689,31,5,0.698858421,-0.578742044,0
1498300969,35,5,0.88096129,-0.531284894,0
1498312305,18,5,0.697221684,-0.609537599,0
1498319188,47,5,0.559770993,-0.809013007,0
1498339910,5,5,0.690080878,-0.518996827,0
1498340575,110,5,0.780514518,-0.646520052,0
1498378766,7,5,0.516785753,-0.458084806,1
1498379659,100,5,0.703553536,-0.670225479,0
1498385675,78,5,0.776459812,-0.62982476,0
1498401193,117,5,0.664279357,-0.788864763,0
1498419377,56,5,0.813565263,-0.689268831,0
1498426321,95,5,0.66831969,-0.566621343,0
1498431427,137,5,0.610029499,-0.589107758,0
1498466735,22,5,0.610933766,-0.867201049,0
1498492445,67,5,0.687958649,-0.56833874,0
1498494350,55,5,0.866841969,-0.46220978,0
1498509145,80,5,0.725919276,-0.82747077,0
1498512372,141,5,0.506896076,-0.530065862,1
1498561925,54,5,0.565424021,-0.808153535,0
1498577256,95,5,0.677446647,-0.76492206,0
1498589022,96,5,0.618872805,-0.773359743,0
1498591051,103,5,0.777032319,-0.66554122,0
1498638673,56,5,0.686348155,-0.491807189,0
1498647002,53,5,0.617281005,-0.620203693,0
1498656237,25,5,0.692695183,-0.71070897,0
1498662415,96,5,0.63437327,-0.658046398,0
1498679099,60,5,0.67607431,-0.803199039,0
1498684654,60,5,0.601606882,-0.851178797,0
1498724458,131,5,0.543984212,-0.769928296,0
1498725980,100,5,0.736861832,-0.727263611,1
1498753329,72,5,0.614391047,-0.576160091,0
1498762399,135,5,0.552772791,-0.69229037,0
1498766762,3,5,0.777430994,-0.673809161,0
1498767793,60,5,0.810136392,-0.705965916,0
1498823256,16,5,0.779563212,-0.694687875,0
1498824791,5,5,0.640630297,-0.557727517,0
1498829233,63,5,0.694832911,-0.697678655,0
1498854315,3,5,0.850563914,-0.751718439,0
1498927316,89,5,0.591876331,-0.729636125,0
1498930223,93,5,0.630539656,-0.654617251,0
1498932494,123,5,0.747053322,-0.78972079,0
1498937453,53,5,0.612001,-0.652275855,0
1498938912,25,5,0.700166738,-0.809224034,0
1498940516,144,5,0.706553172,-0.715246957,0
1498943776,3,5,0.60155607,-0.667917653,0
1498943893,9,5,0.585711222,-0.71948707,0
1498948425,103,5,0.842214177,-0.774364554,0
1498948785,35,5,0.627544796,-0.535497262,0
1498986812,144,5,0.693698324,-0.835442499,0
1498988906,7,5,0.819495887,-0.759684111,0
1499010305,42,5,0.692253186,-0.657430955,0
1499011317,21,5,0.704279167,-0.747190974,1
1499025727,13,5,0.848075927,-0.746636573,0
1499030898,151,5,0.510677289,-0.761146827,0
1499088445,146,5,0.760122385,-0.552687544,0
1499097467,120,5,0.730217877,-0.757866898,0
1499122627,136,5,0.740228017,-0.733137238,0
1499164125,8,5,0.697282709,-0.861277288,0
1499166633,93,5,0.72023785,-0.671306014,1
1499170629,38,5,0.845940523,-0.7668641,0
1499175656,123,5,0.715389102,-0.747216952,0
1499179800,18,5,0.877003021,-0.819217781,0
1499190479,151,5,0.516701064,-0.698839117,0
1499206660,130,5,0.680066752,-0.756883026,0
1499263379,42,5,0.660384979,-0.681312871,0
1499269408,72,5,0.700497061,-0.734145771,0
1499274364,110,5,0.707749561,-0.608187936,0
1499281476,67,5,0.656978215,-0.626664403,0
1499340568,93,5,0.812295355,-0.779062187,0
1499348964,56,5,0.800684713,-0.684704432,0
1499349266,102,5,0.576454327,-0.415349346,0
1499415255,96,5,0.774419044,-0.659470085,0
1499422121,86,5,0.571537664,-0.645835644,0
1499447200,56,5,0.629796725,-0.785237227,0
1499463196,80,5,0.636247901,-0.810777348,0
1499513592,74,5,0.651394107,-0.696639131,0
1499516614,136,5,0.809878612,-0.760253506,0
1499524037,84,5,0.741130373,-0.692363442,0
1499528744,102,5,0.528823254,-0.624780069,0
1499529153,56,5,0.677628682,-0.783707331,0
1499530447,16,5,0.653706825,-0.61239118,1
1499551842,21,5,0.814384436,-0.576969615,0
